id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_type,work_manage,family_income,family_status,car,marital
5684,4,,9,2,1,1,1,3.0,4000.0,1,4,4,3,1,3,3,1,4,6,4,,,,50000.0,3,2,3
5685,1,2.0,9,1,1,1,1,4.0,0.0,1,4,5,3,2,1,5,1,1,1,1,3.0,1.0,3.0,20000.0,2,2,1
5686,4,,9,2,1,1,1,10.0,60000.0,4,4,5,4,5,3,4,3,4,7,1,9.0,1.0,2.0,100000.0,4,1,3
5687,4,,9,2,1,1,1,1.0,1000.0,1,3,2,3,1,3,4,1,3,5,3,,,,20000.0,3,2,7
5688,4,2.0,9,2,1,1,1,3.0,0.0,1,4,5,5,1,4,4,1,2,7,5,,,,60000.0,3,2,3
5689,4,,9,2,1,1,1,7.0,80000.0,1,4,5,5,2,2,3,4,3,6,1,3.0,1.0,2.0,140000.0,3,1,3
5690,3,,9,2,1,1,1,1.0,2000.0,1,4,3,3,1,3,3,1,3,5,2,,,,5000.0,2,2,3
5691,5,2.0,9,1,1,1,1,4.0,30000.0,1,4,5,5,1,4,2,1,4,3,2,,,,30000.0,3,2,3
5692,4,,9,2,1,1,1,3.0,1500.0,1,4,4,3,1,4,2,1,4,6,2,,,,13500.0,3,2,3
5693,4,2.0,9,2,1,1,1,4.0,24000.0,1,5,5,5,4,2,2,2,4,7,1,4.0,1.0,3.0,80000.0,3,2,3
5694,3,,9,1,1,1,1,3.0,20000.0,1,4,5,3,1,2,3,1,2,4,3,,,,50000.0,2,2,3
5695,3,,9,2,1,1,1,3.0,40000.0,1,2,3,4,1,1,3,1,4,3,4,,,,60000.0,3,2,3
5696,4,2.0,9,2,1,1,1,1.0,1000.0,1,1,1,4,1,4,4,1,4,5,2,,,,11000.0,3,2,3
5697,4,2.0,9,2,1,1,1,3.0,8000.0,1,4,4,4,1,2,3,2,2,3,3,,,,80000.0,3,2,3
5698,5,,9,2,1,1,1,3.0,40000.0,1,5,5,5,1,2,3,1,3,4,1,3.0,1.0,3.0,80000.0,3,2,3
5699,4,,9,1,1,1,1,1.0,2000.0,1,1,3,3,1,1,3,1,4,1,4,,,,20000.0,2,2,7
5700,4,2.0,9,1,1,1,1,3.0,960.0,1,3,2,3,1,1,2,1,5,3,4,,,,1920.0,3,2,3
5701,4,2.0,9,2,1,0,8,3.0,0.0,1,4,4,5,1,3,3,2,4,3,5,,,,30000.0,2,2,3
5702,5,,9,2,1,1,1,6.0,-1.0,2,5,5,5,1,3,3,3,2,3,5,,,,-1.0,2,2,3
5703,4,2.0,9,2,1,1,1,3.0,3500.0,1,4,5,3,1,4,4,1,4,5,3,,,,10000.0,2,2,3
5704,5,,9,1,1,1,1,4.0,100000.0,1,4,4,5,4,4,4,2,4,5,1,3.0,1.0,4.0,250000.0,3,2,3
5705,5,2.0,9,2,1,1,1,3.0,20000.0,1,4,5,5,2,3,2,3,4,6,5,,,,40000.0,2,2,3
5706,5,2.0,9,2,1,1,1,3.0,900000.0,1,3,5,3,2,1,4,1,4,2,3,,,,15000.0,2,2,3
5707,5,2.0,9,2,1,1,1,3.0,0.0,1,2,2,3,1,3,4,1,5,6,5,,,,70000.0,3,2,7
5708,5,,9,1,1,1,1,1.0,35000.0,1,1,2,3,1,4,3,1,5,1,5,,,,35000.0,3,2,7
5709,4,,9,1,1,1,1,3.0,8000.0,1,3,4,3,1,5,2,1,2,4,2,,,,80000.0,3,2,3
5710,4,,9,2,1,1,1,3.0,0.0,1,2,5,3,2,1,3,1,3,4,6,,,,30000.0,3,2,3
5711,4,,9,1,1,1,1,10.0,20000.0,2,5,5,5,5,5,4,3,4,5,5,,,,120000.0,3,1,1
5712,4,2.0,9,2,1,1,1,1.0,0.0,1,2,2,4,2,3,4,1,4,4,4,,,,0.0,2,2,7
5713,4,2.0,9,2,1,1,1,4.0,80000.0,1,2,3,3,1,4,1,1,3,5,3,,,,900000.0,3,2,7
5714,4,,9,2,1,1,1,4.0,2000.0,1,2,2,2,1,5,2,1,4,3,2,,,,20000.0,2,2,3
5715,4,,9,1,1,1,1,1.0,20000.0,1,4,3,3,1,2,2,2,3,2,1,5.0,1.0,3.0,40000.0,2,2,3
5716,4,1.0,9,2,1,1,2,1.0,0.0,1,1,1,2,1,3,3,1,3,2,4,,,,180.0,1,2,3
5717,5,,9,2,1,1,1,3.0,3200.0,1,2,2,5,1,2,4,1,5,5,3,,,,3200.0,3,2,7
5718,4,,9,1,1,1,1,4.0,60000.0,1,4,4,4,1,3,3,1,4,5,1,3.0,1.0,3.0,70000.0,3,2,3
5719,3,,9,1,1,1,1,4.0,2300.0,1,1,1,5,4,2,4,1,2,3,5,,,,60000.0,2,2,3
5720,4,,9,2,1,1,1,1.0,1000.0,1,4,3,4,1,2,2,1,3,4,4,,,,50000.0,3,2,3
5721,4,,9,1,1,1,1,4.0,0.0,1,5,5,5,1,4,3,2,4,6,5,,,,-3.0,3,2,1
5722,5,,9,2,1,0,8,1.0,300.0,1,2,1,5,1,3,4,1,3,5,3,,,,98000.0,3,2,3
5723,5,2.0,9,1,1,1,1,3.0,20000.0,1,5,5,4,1,2,3,1,4,5,3,,,,50000.0,3,2,3
5724,5,,9,1,1,1,1,4.0,5000.0,1,4,5,5,1,4,4,2,4,7,5,,,,50000.0,2,2,1
5725,4,1.0,9,1,1,1,1,3.0,4000.0,1,2,5,5,1,4,4,2,4,3,4,,,,4200.0,2,2,3
5726,4,2.0,9,1,1,1,1,3.0,500.0,1,2,2,2,1,2,1,1,3,7,2,,,,8000.0,3,2,3
5727,1,,9,1,1,1,1,4.0,150000.0,1,4,4,4,1,4,4,1,2,7,1,1.0,1.0,1.0,200000.0,4,1,3
5728,4,2.0,9,2,1,1,1,4.0,0.0,1,4,5,5,2,2,4,1,4,5,5,,,,15000.0,3,2,3
5729,3,,9,2,1,1,1,4.0,25000.0,1,3,3,4,1,4,4,2,2,5,1,3.0,2.0,4.0,25000.0,2,2,3
5730,4,,9,2,1,1,1,4.0,-1.0,1,3,5,2,1,2,4,2,3,4,5,,,,-1.0,2,1,3
5731,3,,9,1,1,1,1,4.0,30000.0,1,2,3,3,1,3,4,1,4,5,1,2.0,1.0,4.0,50000.0,1,2,3
5732,4,,9,2,1,0,1,1.0,0.0,1,5,4,5,1,4,2,1,1,4,1,2.0,1.0,4.0,35000.0,3,2,3
5733,4,,9,1,1,1,1,1.0,30000.0,1,4,4,4,1,1,3,1,2,3,3,,,,50000.0,2,2,3
5734,4,,9,2,1,1,1,3.0,10000.0,1,4,4,4,1,2,3,1,4,5,3,,,,30000.0,3,2,3
5735,4,2.0,9,1,1,1,1,4.0,4000.0,1,4,4,3,1,4,4,2,4,5,2,,,,8000.0,3,2,3
5736,4,,9,2,1,1,1,3.0,2000.0,1,2,2,3,1,3,3,1,-1,4,1,9.0,1.0,4.0,100000.0,3,2,3
5737,4,,9,1,1,1,1,4.0,40000.0,1,4,2,4,1,5,3,3,4,7,3,,,,60000.0,4,2,3
5738,4,,9,1,1,1,1,4.0,60000.0,1,5,5,4,1,4,4,3,4,6,1,3.0,1.0,3.0,100000.0,3,2,3
5739,5,,9,1,1,1,1,4.0,40000.0,1,3,3,1,2,4,5,1,3,1,1,3.0,1.0,3.0,60000.0,1,1,3
5740,4,,9,1,1,1,3,4.0,15000.0,1,4,5,3,1,2,3,1,4,5,1,3.0,2.0,3.0,10000.0,3,2,3
5741,3,1.0,9,1,1,1,1,4.0,30000.0,1,4,4,4,1,3,3,1,4,5,1,2.0,2.0,4.0,80000.0,3,1,3
5742,3,,9,1,1,1,1,5.0,35000.0,2,5,5,4,1,3,3,1,2,3,1,3.0,1.0,3.0,55000.0,-1,2,3
5743,2,,9,2,1,1,1,3.0,20000.0,1,4,4,4,1,4,4,2,4,3,3,,,,50000.0,3,2,3
5744,4,,9,2,1,1,1,1.0,10000.0,1,2,2,3,1,2,2,1,4,1,3,,,,15000.0,2,2,3
5745,5,,9,2,1,1,1,6.0,0.0,1,5,5,5,2,4,4,3,3,-1,5,,,,-3.0,2,2,1
5746,4,,9,1,1,1,1,3.0,2000.0,1,3,2,3,1,2,4,2,4,4,3,,,,3000.0,2,2,3
5747,3,,9,2,1,1,1,1.0,5000.0,1,1,4,3,1,3,3,2,3,3,3,,,,16000.0,2,2,3
5748,4,,9,2,1,1,1,3.0,-1.0,1,4,3,4,2,1,1,1,3,-1,1,2.0,1.0,2.0,-1.0,3,1,3
5749,2,,9,1,1,1,1,1.0,0.0,1,3,2,4,2,1,1,1,2,1,5,,,,10000.0,2,2,3
5750,4,1.0,9,1,1,1,1,4.0,30000.0,1,4,5,5,1,4,3,1,2,3,1,2.0,1.0,3.0,-1.0,3,1,3
5751,4,,9,1,1,1,1,4.0,40000.0,1,4,3,3,1,2,3,2,4,5,3,,,,50000.0,3,2,3
5752,2,,9,2,1,1,1,1.0,10000.0,1,1,1,1,1,4,4,1,2,4,4,,,,20000.0,1,2,3
5753,4,,9,1,1,1,1,4.0,23000.0,1,3,5,3,2,1,2,1,3,5,4,,,,23000.0,3,2,3
5754,4,1.0,9,2,1,1,1,3.0,7000.0,1,3,4,4,1,4,4,1,2,6,3,,,,8000.0,4,2,3
5755,2,,9,1,1,1,1,3.0,-1.0,1,3,3,3,2,2,2,1,2,1,1,3.0,2.0,3.0,10000.0,1,2,7
5756,4,2.0,9,2,1,1,1,3.0,0.0,1,3,5,5,1,4,4,1,2,2,3,,,,50000.0,3,1,3
5757,4,2.0,9,2,1,1,1,4.0,20000.0,1,3,4,4,2,3,3,2,4,5,6,,,,20000.0,2,2,3
5758,3,,9,1,1,1,1,4.0,7000.0,1,2,4,3,1,4,4,1,2,1,1,2.0,1.0,4.0,14000.0,3,2,3
5759,3,,9,2,1,1,1,6.0,20000.0,1,2,3,4,1,3,3,4,4,5,3,,,,20000.0,3,2,3
5760,4,,9,1,1,0,3,3.0,30000.0,1,3,4,4,1,5,2,1,4,3,1,3.0,1.0,3.0,30000.0,3,2,1
5761,4,2.0,9,1,1,1,1,4.0,20000.0,1,5,4,4,1,3,4,2,4,4,1,2.0,1.0,1.0,20000.0,2,2,3
5762,4,,9,2,1,1,1,4.0,10000.0,1,2,3,3,1,3,3,1,4,5,1,2.0,1.0,4.0,30000.0,3,2,3
5763,4,,9,2,1,0,8,1.0,5000.0,1,1,3,4,1,1,3,1,1,2,4,,,,5000.0,1,2,7
5764,4,,9,1,1,1,1,5.0,50000.0,2,5,5,5,4,3,2,2,4,6,1,3.0,1.0,3.0,120000.0,3,2,3
5765,4,,9,2,1,1,1,4.0,20000.0,1,3,2,5,2,2,3,1,2,4,1,7.0,1.0,2.0,20000.0,3,2,3
5766,5,,9,2,1,1,1,4.0,20000.0,1,3,5,5,2,2,5,5,3,5,5,,,,130000.0,3,2,3
5767,4,,9,2,1,1,1,4.0,0.0,1,3,1,3,1,4,3,1,2,5,5,,,,60000.0,3,1,3
5768,5,,9,2,1,1,1,3.0,20000.0,1,5,4,3,1,2,3,1,3,7,2,,,,40000.0,3,1,3
5769,3,2.0,9,1,1,1,1,4.0,0.0,1,5,5,3,2,1,3,1,2,6,5,,,,40000.0,3,2,1
5770,4,,9,2,1,1,1,1.0,60000.0,1,3,3,4,1,3,3,2,4,5,1,3.0,1.0,3.0,120000.0,3,2,3
5771,5,,9,1,1,1,1,4.0,1800.0,1,4,4,4,1,5,4,1,4,6,2,,,,3000.0,3,2,3
5772,4,2.0,9,1,1,1,1,4.0,50000.0,1,3,3,4,1,4,4,2,4,7,2,,,,50000.0,3,2,3
5773,4,,9,1,1,1,1,4.0,30000.0,1,4,4,4,1,4,4,2,4,5,2,,,,160000.0,3,1,3
5774,4,2.0,9,2,1,1,1,1.0,0.0,1,3,3,4,1,1,1,1,4,3,3,,,,0.0,2,2,3
5775,4,,9,2,1,1,1,4.0,0.0,1,4,3,3,1,4,3,2,4,4,3,,,,30000.0,2,2,3
5776,4,,9,2,1,1,1,1.0,2000.0,1,3,3,3,1,4,1,1,4,5,3,,,,2000.0,3,2,7
5777,4,,9,2,1,1,1,1.0,2500.0,1,2,2,3,1,2,2,2,3,4,4,,,,-1.0,3,2,3
5778,5,,9,2,1,1,1,1.0,3000.0,1,1,1,5,1,4,4,1,4,3,4,,,,-1.0,2,2,7
5779,2,2.0,9,1,1,0,3,3.0,-3.0,1,2,2,2,1,2,1,1,4,2,5,,,,-2.0,3,2,7
5780,4,,9,2,1,1,1,10.0,100000.0,4,2,3,3,4,3,2,4,4,6,1,3.0,1.0,2.0,300000.0,4,1,3
5781,2,,9,2,1,1,1,4.0,0.0,1,3,4,4,1,3,4,1,1,3,3,,,,80000.0,3,2,3
5782,4,1.0,9,2,1,1,1,6.0,40000.0,1,5,5,3,1,2,4,2,2,4,1,2.0,1.0,4.0,100000.0,3,2,3
5783,2,2.0,9,2,1,1,1,1.0,10000.0,1,2,4,2,1,3,3,1,2,4,3,,,,10000.0,2,2,3
5784,1,2.0,9,2,1,1,1,1.0,0.0,1,1,1,1,2,1,1,1,1,1,6,,,,20000.0,3,2,7
5785,4,1.0,9,2,1,1,1,4.0,12000.0,1,5,5,5,2,1,3,1,2,9,5,,,,30000.0,3,2,3
5786,3,,9,2,1,1,1,4.0,10000.0,1,4,4,4,1,3,3,1,2,4,1,5.0,1.0,3.0,30000.0,2,2,3
5787,4,1.0,9,2,1,1,1,12.0,60000.0,1,4,2,1,2,3,4,4,4,2,1,3.0,1.0,3.0,100000.0,2,1,3
5788,4,,9,1,1,1,1,3.0,50000.0,1,5,4,4,4,3,3,4,2,6,5,,,,100000.0,3,1,4
5789,4,,9,2,1,1,1,4.0,20000.0,1,4,5,5,2,3,3,1,4,5,5,,,,80000.0,3,2,3
5790,4,,9,1,1,1,1,4.0,30000.0,1,4,5,5,1,2,2,2,4,5,3,,,,100000.0,3,2,3
5791,2,2.0,9,2,1,1,1,1.0,5000.0,1,1,2,2,1,2,3,1,2,1,4,,,,-1.0,2,2,7
5792,5,2.0,9,2,1,1,1,1.0,1000.0,1,2,2,3,1,4,2,1,4,5,4,,,,0.0,3,2,3
5793,4,,9,2,1,1,3,4.0,15000.0,1,4,4,4,1,5,3,2,4,6,1,5.0,1.0,3.0,60000.0,3,1,3
5794,2,,9,1,1,1,1,3.0,10000.0,1,2,3,4,1,2,2,1,2,2,3,,,,20000.0,2,2,3
5795,5,,9,1,1,1,1,6.0,40000.0,4,4,4,4,1,4,4,3,4,5,1,3.0,1.0,2.0,50000.0,3,2,3
5796,4,1.0,9,2,1,1,1,1.0,12609.0,1,4,4,3,1,3,3,1,2,4,1,3.0,1.0,3.0,12000.0,2,2,7
5797,4,,9,2,1,1,2,2.0,200.0,1,4,4,4,1,4,4,1,2,4,3,,,,15000.0,2,2,1
5798,4,,9,1,1,1,1,4.0,24000.0,1,5,4,3,1,4,3,4,4,6,1,7.0,1.0,4.0,24000.0,3,2,3
5799,3,,9,2,1,1,1,6.0,20000.0,1,3,5,3,2,5,5,3,2,4,5,,,,20000.0,3,2,3
5800,4,,9,1,1,1,1,3.0,6000.0,1,2,3,4,1,2,3,1,4,4,4,,,,80000.0,3,2,7
5801,4,,9,2,1,1,1,5.0,50000.0,1,3,5,5,1,2,3,1,2,-1,1,2.0,1.0,4.0,80000.0,3,2,3
5802,3,,9,1,1,1,1,4.0,10000.0,1,3,2,2,1,4,2,1,3,3,5,,,,15000.0,3,1,3
5803,4,,9,1,1,1,1,6.0,20000.0,1,3,4,4,1,4,4,2,2,5,2,,,,20000.0,4,2,3
5804,4,2.0,9,1,1,1,1,4.0,0.0,1,2,4,5,1,5,1,1,4,6,5,,,,-1.0,3,2,7
5805,4,2.0,9,2,1,1,1,1.0,5000.0,1,4,5,4,1,2,2,1,4,7,1,2.0,2.0,4.0,100000.0,4,1,3
5806,5,2.0,9,1,1,1,1,4.0,10000.0,1,3,3,4,1,4,4,1,3,1,3,,,,20000.0,1,2,3
5807,2,2.0,9,2,1,1,1,1.0,-1.0,1,2,2,3,1,1,2,1,2,3,3,,,,-1.0,2,2,7
5808,5,,9,1,1,1,1,3.0,18000.0,1,2,1,3,1,2,3,1,4,7,1,5.0,-1.0,4.0,18000.0,4,2,3
5809,5,1.0,9,2,1,1,1,4.0,50000.0,1,4,5,3,2,3,4,1,1,3,5,,,,50000.0,4,2,3
5810,4,,9,2,1,1,2,4.0,40000.0,1,5,4,4,1,2,3,3,2,4,1,3.0,1.0,3.0,90000.0,3,1,3
5811,4,2.0,9,2,1,1,1,1.0,6000.0,1,2,2,3,4,2,4,1,4,5,4,,,,20000.0,3,1,7
5812,4,,9,2,1,1,1,5.0,40000.0,1,4,5,4,1,4,4,2,2,5,1,3.0,1.0,3.0,60000.0,2,2,6
5813,3,2.0,9,2,1,1,4,1.0,10000.0,1,5,5,5,1,3,3,2,4,5,3,,,,30000.0,3,2,3
5814,4,,9,1,1,1,1,3.0,2040.0,4,2,2,4,1,2,2,3,2,5,2,,,,3360.0,3,2,3
5815,4,,9,1,1,1,1,4.0,50000.0,1,4,4,4,1,3,4,3,4,7,1,3.0,1.0,3.0,50000.0,4,2,3
5816,5,,9,2,1,1,1,12.0,50000.0,4,4,5,3,2,4,3,2,3,5,1,3.0,1.0,2.0,200000.0,3,1,3
5817,4,1.0,9,2,1,1,1,4.0,20000.0,1,3,4,3,1,3,3,2,4,5,1,3.0,1.0,3.0,30000.0,3,2,3
5818,4,,9,2,1,1,1,4.0,24000.0,4,2,3,3,1,2,4,1,4,3,1,2.0,1.0,4.0,50000.0,3,2,3
5819,4,,9,2,1,1,3,3.0,5000.0,1,3,4,4,1,5,2,1,3,4,3,,,,900000.0,3,1,7
5820,5,,9,2,1,1,1,3.0,15000.0,1,5,5,5,1,4,2,1,4,8,2,,,,30000.0,3,2,3
5821,4,,9,1,1,1,1,1.0,9500.0,1,4,3,4,1,2,2,1,4,-1,4,,,,9500.0,-1,2,3
5822,3,,9,2,1,1,1,3.0,30000.0,1,3,4,3,1,2,3,1,4,5,1,2.0,1.0,4.0,60000.0,3,2,3
5823,4,,9,2,1,1,1,7.0,60000.0,1,4,4,4,2,2,3,3,3,6,1,3.0,1.0,3.0,120000.0,3,2,3
5824,3,1.0,9,2,1,1,3,4.0,10000.0,1,4,4,3,1,2,3,1,4,6,1,4.0,2.0,3.0,15000.0,3,2,3
5825,3,,9,2,1,1,1,1.0,0.0,1,2,1,4,1,3,4,1,1,1,3,,,,30000.0,2,2,7
5826,3,1.0,9,1,1,1,1,4.0,25000.0,1,1,2,4,4,2,2,1,3,3,1,3.0,1.0,3.0,26800.0,1,2,6
5827,4,,9,2,1,1,1,1.0,0.0,1,3,5,3,1,4,4,1,1,2,3,,,,40000.0,2,1,7
5828,4,,9,2,1,1,1,10.0,0.0,1,5,5,5,1,3,3,3,2,7,5,,,,50000.0,3,2,1
5829,4,,9,2,1,1,1,1.0,0.0,1,1,1,2,1,3,4,1,2,2,6,,,,12000.0,3,2,3
5830,4,2.0,9,1,1,1,1,3.0,6860.0,4,2,2,4,1,4,3,2,3,5,3,,,,9760.0,3,2,3
5831,4,1.0,9,1,1,1,1,4.0,36000.0,4,3,4,4,4,2,1,1,3,6,5,,,,60000.0,3,2,3
5832,2,,9,2,1,1,1,1.0,40000.0,1,4,4,4,1,4,4,1,2,6,3,,,,40000.0,3,2,3
5833,3,,9,2,1,0,7,1.0,10000.0,1,2,3,3,1,4,3,2,3,4,3,,,,28000.0,2,2,3
5834,2,2.0,9,1,1,1,1,3.0,0.0,1,1,2,2,1,1,3,1,4,4,4,,,,1700.0,1,2,3
5835,2,,9,2,1,1,1,1.0,960.0,1,2,3,3,1,4,4,1,2,3,3,,,,5000.0,2,2,3
5836,4,,9,2,1,1,1,4.0,5000.0,1,3,4,4,1,3,4,1,3,6,3,,,,150000.0,3,1,3
5837,4,,9,1,1,1,1,3.0,1000.0,4,4,5,5,1,2,5,1,4,2,5,,,,1000.0,2,2,3
5838,4,2.0,9,2,1,1,1,3.0,4000.0,1,4,5,5,1,5,2,1,2,5,2,,,,45000.0,3,2,3
5839,4,,9,1,1,1,1,5.0,-3.0,4,4,3,2,4,2,5,2,4,7,5,,,,-2.0,4,1,7
5840,3,,9,1,1,1,1,6.0,40000.0,1,3,5,3,1,3,4,1,2,3,1,8.0,2.0,3.0,40000.0,3,2,3
5841,5,,9,1,1,1,1,10.0,60000.0,1,4,5,3,2,2,3,3,4,1,1,3.0,1.0,3.0,100000.0,3,2,3
5842,2,,9,2,1,1,1,1.0,20000.0,1,4,3,4,1,2,3,1,3,2,1,2.0,1.0,4.0,40000.0,2,2,3
5843,4,1.0,9,1,1,1,1,4.0,10000.0,1,4,4,4,1,3,3,1,5,5,3,,,,10000.0,3,2,3
5844,3,1.0,9,2,1,1,1,3.0,1800.0,1,1,3,4,2,4,4,1,4,5,5,,,,40000.0,3,2,3
5845,5,,9,2,1,0,1,1.0,2000.0,1,2,2,4,1,3,3,1,4,6,3,,,,30000.0,3,2,3
5846,4,,9,2,1,1,1,4.0,30000.0,1,3,3,4,1,2,3,3,3,3,1,3.0,2.0,3.0,30000.0,3,2,3
5847,3,,9,1,1,1,1,4.0,60000.0,1,4,5,3,1,2,3,2,2,3,1,5.0,2.0,4.0,60000.0,2,1,3
5848,4,,9,1,1,1,1,3.0,6000.0,1,2,1,3,1,2,2,1,4,5,3,,,,6000.0,2,2,3
5849,4,2.0,9,1,1,1,1,4.0,5000.0,1,4,4,3,2,1,1,1,4,5,1,5.0,1.0,4.0,12000.0,3,1,3
5850,4,,9,2,1,1,1,4.0,20000.0,1,4,5,3,1,3,4,1,4,5,1,3.0,2.0,3.0,60000.0,3,2,3
5851,4,2.0,9,2,1,0,4,3.0,30000.0,1,4,4,3,1,3,3,3,4,3,4,,,,100000.0,3,1,3
5852,5,2.0,9,1,1,1,1,4.0,0.0,1,1,2,3,1,3,4,1,4,5,4,,,,0.0,3,2,3
5853,4,,9,1,1,1,1,1.0,1200.0,1,3,4,4,1,3,3,1,4,3,4,,,,60000.0,2,2,7
5854,4,,9,1,7,1,1,3.0,65000.0,1,5,5,5,1,5,2,1,4,6,1,1.0,1.0,1.0,120000.0,4,1,3
5855,3,,9,2,1,1,1,4.0,10000.0,1,4,4,4,4,4,4,2,3,2,1,5.0,2.0,4.0,20000.0,2,2,4
5856,5,,9,2,1,1,1,3.0,3000.0,1,4,5,5,1,1,1,1,2,8,3,,,,10000.0,3,2,3
5857,5,,9,2,1,1,1,3.0,5000.0,1,2,2,3,1,2,3,1,4,4,4,,,,5000.0,2,2,7
5858,4,,9,1,1,1,1,3.0,1500.0,1,3,5,4,1,3,5,1,5,5,3,,,,2500.0,3,2,3
5859,4,2.0,9,2,1,1,1,3.0,9000.0,1,3,4,3,1,4,4,1,2,4,3,,,,30000.0,3,2,3
5860,4,,9,2,1,1,1,5.0,30000.0,1,3,5,5,2,2,3,5,4,7,1,5.0,1.0,4.0,20000.0,2,2,2
5861,4,,9,1,4,0,3,4.0,300000.0,1,3,5,5,2,4,2,2,4,2,1,1.0,2.0,2.0,300000.0,3,2,3
5862,5,,9,2,1,1,3,1.0,4000.0,1,4,4,4,1,4,2,1,4,5,3,,,,20000.0,2,2,3
5863,3,,9,2,1,1,1,1.0,8000.0,1,4,4,3,1,3,3,1,3,4,3,,,,60000.0,3,2,3
5864,2,,9,2,1,1,1,3.0,0.0,1,1,2,3,1,3,2,2,4,3,4,,,,-1.0,2,2,7
5865,4,,9,2,1,1,1,3.0,20000.0,1,3,3,4,1,2,4,1,4,5,5,,,,40000.0,3,2,4
5866,4,,9,2,1,1,1,1.0,500.0,1,2,2,3,1,3,4,1,4,1,4,,,,18000.0,1,2,3
5867,3,,9,1,1,1,1,5.0,50000.0,1,3,5,3,4,2,3,1,2,3,1,3.0,1.0,3.0,180000.0,3,1,3
5868,5,,9,2,1,1,1,4.0,36600.0,1,3,4,5,2,4,5,4,4,6,5,,,,36600.0,3,2,7
5869,1,,9,1,1,1,1,1.0,7000.0,1,2,1,1,1,1,1,1,-1,1,4,,,,5000.0,2,2,1
5870,4,,9,1,1,1,1,4.0,45000.0,1,4,4,4,1,3,3,1,3,4,1,3.0,1.0,3.0,50000.0,2,2,3
5871,4,,9,2,1,1,1,1.0,0.0,1,4,4,3,1,5,5,1,4,1,4,,,,0.0,1,2,7
5872,4,,9,2,1,1,1,4.0,0.0,1,3,5,3,1,4,4,1,4,5,5,,,,30000.0,-1,2,3
5873,4,,9,1,1,1,1,3.0,10000.0,1,4,4,4,1,5,4,1,4,5,2,,,,14000.0,3,2,3
5874,4,,9,1,1,1,1,3.0,30000.0,4,3,3,4,2,3,4,4,3,4,5,,,,30000.0,4,2,3
5875,5,2.0,9,2,1,1,1,9.0,20000.0,4,5,4,4,1,2,2,3,3,5,1,2.0,1.0,2.0,100000.0,3,1,3
5876,5,,9,2,1,1,1,3.0,3000.0,1,3,4,4,1,3,1,1,4,4,3,,,,50000.0,2,2,7
5877,4,1.0,9,2,1,1,1,4.0,20000.0,1,3,4,3,1,5,2,2,2,4,1,3.0,1.0,3.0,50000.0,3,1,3
5878,3,2.0,9,2,1,1,1,3.0,10000.0,1,4,4,5,1,2,2,1,2,5,3,,,,20000.0,3,2,3
5879,4,2.0,9,2,1,1,1,3.0,50000.0,1,2,2,4,1,2,3,1,3,5,1,8.0,2.0,3.0,50000.0,4,2,3
5880,5,2.0,9,2,1,1,1,1.0,3000.0,1,3,5,4,1,5,4,1,4,6,3,,,,8000.0,3,2,3
5881,4,,9,1,1,1,1,10.0,24000.0,4,2,3,3,4,3,2,2,4,5,5,,,,36000.0,1,2,3
5882,5,,9,2,1,1,1,1.0,0.0,1,3,5,2,1,5,4,1,4,4,3,,,,13000.0,2,2,3
5883,2,,9,2,1,0,8,1.0,5000.0,1,2,3,2,1,1,2,1,2,3,2,,,,5000.0,2,2,7
5884,5,,9,2,1,1,1,4.0,0.0,1,3,5,3,1,3,4,3,4,6,5,,,,80000.0,4,2,3
5885,5,,9,1,1,1,1,5.0,90000.0,2,5,5,4,1,3,4,2,4,5,1,3.0,1.0,3.0,140000.0,3,1,3
5886,4,2.0,9,1,1,1,1,4.0,75000.0,1,4,5,5,1,3,2,1,3,5,1,3.0,1.0,3.0,80000.0,3,2,3
5887,5,,9,1,1,1,1,4.0,40000.0,4,2,4,5,2,2,3,1,4,5,5,,,,40000.0,3,2,3
5888,5,,9,2,1,1,1,3.0,10000.0,1,3,2,4,1,2,3,1,3,2,3,,,,10000.0,4,2,3
5889,3,,9,1,1,1,1,1.0,40000.0,1,3,3,4,1,2,3,4,3,4,1,3.0,2.0,3.0,35000.0,4,2,3
5890,5,,9,1,1,1,1,4.0,10000.0,1,2,2,5,1,1,4,1,5,5,1,5.0,2.0,3.0,-1.0,3,1,3
5891,4,,9,1,1,1,1,12.0,50000.0,1,5,4,4,2,3,4,4,4,6,1,9.0,1.0,2.0,50000.0,3,1,3
5892,3,1.0,9,1,1,1,1,4.0,50000.0,1,3,3,3,1,2,3,4,4,5,1,8.0,2.0,4.0,50000.0,4,2,3
5893,5,2.0,9,2,1,1,1,3.0,0.0,1,2,5,3,1,4,4,1,2,1,6,,,,8000.0,2,2,3
5894,2,,9,2,1,1,1,1.0,5000.0,1,4,2,2,1,5,2,1,4,6,4,,,,-1.0,1,2,7
5895,4,2.0,9,2,1,1,1,3.0,5000.0,1,2,5,3,1,4,4,1,2,3,3,,,,20000.0,-1,2,3
5896,4,2.0,9,2,1,1,1,1.0,1000.0,1,4,3,4,1,3,3,1,4,5,2,,,,70000.0,3,2,3
5897,4,,9,2,1,1,1,4.0,60000.0,1,4,4,4,1,2,3,3,3,5,1,2.0,1.0,4.0,100000.0,3,1,3
